,first_city,second_city,length,speed_limit,name_of_highway,Junction
8968,"Jct_US_60_&_US_160,_Missouri","Nixa,_Missouri",7,52,US_160,1
8969,"Jct_US_60_&_US_160,_Missouri","Republic,_Missouri",11,52,US_60,1
8970,"Jct_US_60_&_US_160,_Missouri","Springfield,_Missouri",5,30,US_160,1
8971,"Jct_US_60_&_US_283_W,_Oklahoma","Shattuck,_Oklahoma",9,45,US_283,1
8972,"Jct_US_60_&_US_65,_Missouri","Mansfield,_Missouri",39,52,US_60,1
8973,"Jct_US_60_&_US_65,_Missouri","Ozark,_Missouri",9,65,US_65,1
8974,"Jct_US_60_&_US_67_N,_Missouri","Jct_US_60,_MO_21_&_MO_34",31,45,US_60,1
8975,"Jct_US_60_&_US_67_N,_Missouri","Poplar_Bluff,_Missouri",8,52,US_60/67,1
8976,"Jct_US_60_&_US_67_N,_Missouri","Silva,_Missouri",27,45,US_67,1
8977,"Jct_US_60/81_&_US_64_W,_Oklahoma","Jct_US_64_&_OK_8_S,_Oklahoma",27,45,US_64,1
8978,"Jct_US_60/81_&_US_64_W,_Oklahoma","Pond_Creek,_Oklahoma",4,45,US_60/81,1
8979,"Jct_US_61_&_IA_38,_Iowa","Muscatine,_Iowa",7,45,US_61,1
8980,"Jct_US_61_&_MS_3_N,_Mississippi","Robinsonville,_Mississippi",6,52,US_61,1
8981,"Jct_US_61_&_Road_B,_Missouri","Wayland,_Missouri",2,45,Road_B,1
8982,"Jct_US_61_&_US_136,_Iowa","Jct_US_61_&_US_218_S,_Iowa",3,45,US_61,1
8983,"Jct_US_61_&_US_136,_Iowa","Keokuk,_Iowa",2,45,US_136,1
8984,"Jct_US_61_&_US_218_S,_Iowa","Keokuk,_Iowa",3,45,US_218,1
8985,"Jct_US_61_&_US_218_S,_Iowa","Montrose,_Iowa",6,45,US_61/218,1
8986,"Jct_US_62_&_MO_25_S,_Missouri","Malden,_Missouri",4,45,US_62,1
8987,"Jct_US_62_&_US_64_W,_Oklahoma","Jct_US_62/64_&_US_69,_Oklahoma",14,45,US_62/64,1
8988,"Jct_US_62_&_US_64_W,_Oklahoma","Jct_US_64_&_Creek_Tpk,_Oklahoma",30,45,US_64,1
8989,"Jct_US_62/277_&_OK_9_E,_Oklahoma","Newcastle,_Oklahoma",8,45,US_62/277,1
8990,"Jct_US_62/64_&_US_69,_Oklahoma","Muskogee,_Oklahoma",7,40,US_62,1
8991,"Jct_US_62/64_&_US_69,_Oklahoma","Tullahasse,_Oklahoma",6,52,US_69,1
8992,"Jct_US_63_&_IA_149,_Iowa","Oskaloosa,_Iowa",17,45,US_63,1
8993,"Jct_US_63_&_IA_149,_Iowa","Ottumwa,_Iowa",11,45,US_63,1
8994,"Jct_US_63_&_IA_149,_Iowa","Sigourney,_Iowa",21,45,IA_149,1
8995,"Jct_US_63_&_IA_2_W,_Iowa","Lancaster,_Missouri",15,45,US_63,1
8996,"Jct_US_63_&_MN_16_W,_Minnesota","Spring_Valley,_Minnesota",5,45,US_63,1
8997,"Jct_US_63_&_MN_16_W,_Minnesota","Stewartville,_Minnesota",12,45,US_63,1
8998,"Jct_US_63_&_MN_56,_Minnesota","New_Hampton,_Iowa",33,45,US_63,1
8999,"Jct_US_63_&_MN_56,_Minnesota","Spring_Valley,_Minnesota",13,45,US_63,1
9000,"Jct_US_64_&_Creek_Tpk,_Oklahoma","Jct_US_64_&_US_169,_Oklahoma",5,55,US_64,1
9001,"Jct_US_64_&_Creek_Tpk,_Oklahoma","Jenks,_Oklahoma",7,55,Creek_Tpk,1
9002,"Jct_US_64_&_Natchez_Trace_Pkwy,_Tennessee","Lawrenceburg,_Tennessee",18,45,US_64,1
9003,"Jct_US_64_&_Natchez_Trace_Pkwy,_Tennessee","Waynesboro,_Tennessee",11,45,US_64,1
9004,"Jct_US_64_&_OK_34,_Oklahoma","Woodward,_Oklahoma",36,45,OK_34,1
9005,"Jct_US_64_&_US_177,_Oklahoma","Morrison,_Oklahoma",5,45,US_64,1
9006,"Jct_US_64_&_US_177,_Oklahoma","Perry,_Oklahoma",14,45,US_64,1
9007,"Jct_US_64/270_&_US_83,_Oklahoma","Liberal,_Kansas",10,45,US_83,1
9008,"Jct_US_64/270_&_US_83,_Oklahoma","Turpin,_Oklahoma",3,45,US_64/83,1
9009,"Jct_US_65_&_IA_2,_Iowa","Leon,_Iowa",13,45,IA_2,1
9010,"Jct_US_65_&_IA_2,_Iowa","Lucas,_Iowa",20,45,US_65,1
9011,"Jct_US_65_&_IA_2,_Iowa","Princeton,_Missouri",26,45,US_65,1
9012,"Jct_US_65_&_MO_7_S,_Missouri","Preston,_Missouri",18,45,US_65,1
9013,"Jct_US_65_&_MO_7_S,_Missouri","Warsaw,_Missouri",6,45,US_65,1
9014,"Jct_US_65_&_US_425,_Arkansas","Monticello,_Arkansas",44,45,US_425,1
9015,"Jct_US_65_&_US_425,_Arkansas","Pine_Bluff,_Arkansas",9,45,US_65,1
9016,"Jct_US_65_&_US_69_S,_Iowa","Lucas,_Iowa",22,45,US_65,1
9017,"Jct_US_65_&_US_69_S,_Iowa","Osceola,_Iowa",24,45,US_69,1
9018,"Jct_US_67_&_MO_8,_Missouri","Potosi,_Missouri",17,45,MO_8,1
9019,"Jct_US_69_&_IA_9,_Iowa","Lakota,_Iowa",23,45,IA_9,1
9020,"Jct_US_69_&_US_169,_Kansas","Louisburg,_Kansas",19,65,US_69,1
9021,"Jct_US_69_&_US_169,_Kansas","Olathe,_Kansas",9,45,US_169,1
9022,"Jct_US_71_&_IA_141_E,_Iowa","Templeton,_Iowa",3,45,US_71,1
9023,"Jct_US_71_&_IA_175_W,_Iowa","Odebolt,_Iowa",5,45,IA_175,1
9024,"Jct_US_71_&_MN_200_W,_Minnesota","Kabekona,_Minnesota",14,45,US_71,1
9025,"Jct_US_71_&_MN_200_W,_Minnesota","Mahnomen,_Minnesota",45,45,MN_200,1
9026,"Jct_US_71_&_MN_200_W,_Minnesota","Park_Rapids,_Minnesota",21,45,US_71,1
9027,"Jct_US_71_&_MN_23_N,_Minnesota","Paynesville,_Minnesota",22,45,MN_23,1
9028,"Jct_US_71_&_MN_23_N,_Minnesota","Willmar,_Minnesota",8,40,Old_US_71,1
9029,"Jct_US_71_&_MN_23_S,_Minnesota","Willmar,_Minnesota",3,30,Old_US_71,1
9030,"Jct_US_72_&_AL_247,_Alabama","Jct_US_72_&_Natchez_Trace_Pkwy,_Alabama",11,52,US_72,1
9031,"Jct_US_72_&_AL_247,_Alabama","Muscle_Shoals,_Alabama",9,52,US_72,1
9032,"Jct_US_72_&_AL_247,_Alabama","Red_Bay,_Alabama",29,45,AL_247,1
9033,"Jct_US_75_&_OK_20,_Oklahoma","Skiatook,_Oklahoma",4,45,OK_20,1
9034,"Jct_US_75_&_OK_20,_Oklahoma","Tulsa,_Oklahoma",16,52,US_75,1
9035,"Jct_US_75_&_US_212,_Minnesota","Lake_Benton,_Minnesota",48,45,US_75,1
9036,"Jct_US_75_&_US_212,_Minnesota","Ortonville,_Minnesota",32,45,US_75,1
9037,"Jct_US_75_&_US_270_N,_Oklahoma","Seminole,_Oklahoma",30,45,US_270,1
9038,"Jct_US_75_&_US_270_N,_Oklahoma","Wetumka,_Oklahoma",10,45,US_75,1
9039,"Jct_US_77_&_KS_18,_Kansas","Junction_City,_Kansas",3,30,KS_18,1
9040,"Jct_US_77_&_L55W,_Nebraska","Lincoln,_Nebraska",3,30,L55W,1
9041,"Jct_US_77_&_L55W,_Nebraska","Roca,_Nebraska",9,52,US_77,1
9042,"Jct_US_78_&_AL_118,_Alabama","Jct_US_78_&_US_43/278,_Alabama",18,65,US_78,1
9043,"Jct_US_78_&_AL_118,_Alabama","Winfield,_Alabama",2,40,AL_118,1
9044,"Jct_US_78_&_AL_17,_Alabama","Jct_US_78_&_AL_74,_Alabama",4,65,US_78,1
9045,"Jct_US_78_&_AL_17,_Alabama","Jct_US_78_&_US_43/278,_Alabama",5,65,US_78,1
9046,"Jct_US_78_&_AL_17,_Alabama","Sulligent,_Alabama",21,45,AL_17,1
9047,"Jct_US_78_&_AL_74,_Alabama","Red_Bay,_Alabama",24,45,AL_19,1
9048,"Jct_US_78_&_AL_74,_Alabama","Tremont,_Mississippi",13,65,US_78,1
9049,"Jct_US_78_&_MS_25_E,_Mississippi","Tremont,_Mississippi",6,65,US_78,1
9050,"Jct_US_8_&_WI_46_E,_Wisconsin","Turtle_Lake,_Wisconsin",9,45,US_8,1
9051,"Jct_US_8_&_WI_65,_Wisconsin","New_Richmond,_Wisconsin",19,45,WI_65,1
9052,"Jct_US_80_&_AL_17,_Alabama","Jct_US_80_&_AL_28_E,_Alabama",18,45,US_80,1
9053,"Jct_US_80_&_AL_17,_Alabama","York,_Alabama",8,45,AL_17,1
9054,"Jct_US_80_&_AL_28_E,_Alabama","Linden,_Alabama",16,45,AL_28,1
9055,"Jct_US_81_&_SD_46,_South_Dakota","Yankton,_South_Dakota",15,45,US_81,1
9056,"Jct_US_83_&_KS_51,_Kansas","Jct_US_83_&_US_160_S,_Kansas",9,45,US_83,1
9057,"Jct_US_83_&_KS_51,_Kansas","Liberal,_Kansas",10,45,US_83,1
9058,"Jct_US_83_&_ND_23,_North_Dakota","Minot,_North_Dakota",16,52,US_83,1
9059,"Jct_US_83_&_ND_5_E,_North_Dakota","Jct_US_83_&_ND_5_W,_North_Dakota",17,45,US_83,1
9060,"Jct_US_83_&_ND_5_W,_North_Dakota","Minot,_North_Dakota",37,45,US_83,1
9061,"Jct_US_83_&_NE_23_N,_Nebraska","McCook,_Nebraska",47,45,US_83,1
9062,"Jct_US_83_&_NE_23_N,_Nebraska","North_Platte,_Nebraska",19,45,US_83,1
9063,"Jct_US_83_&_NE_92_S,_Nebraska","Merna,_Nebraska",40,45,NE_92,1
9064,"Jct_US_83_&_NE_92_S,_Nebraska","North_Platte,_Nebraska",27,45,US_83,1
9065,"Jct_US_83_&_NE_92_S,_Nebraska","Stapleton,_Nebraska",4,45,US_83,1
9066,"Jct_US_83_&_US_160_N,_Kansas","Sublette,_Kansas",6,45,US_83/160,1
9067,"Jct_US_83_&_US_160_N,_Kansas","Ulysses,_Kansas",27,45,US_160,1
9068,"Jct_US_83_&_US_160_S,_Kansas","Plains,_Kansas",17,45,US_160,1
9069,"Jct_US_83_&_US_160_S,_Kansas","Sublette,_Kansas",14,45,US_83/160,1
9070,"Jct_US_83_&_US_212,_South_Dakota","Lebanon,_South_Dakota",14,45,US_212,1
9071,"Jct_US_83_&_US_212,_South_Dakota","Parade,_South_Dakota",58,45,US_212,1
9072,"Jct_US_85_&_ND_200_S,_North_Dakota","Killdeer,_North_Dakota",20,45,ND_200,1
9073,"Jct_US_85_&_ND_200_S,_North_Dakota","Watford_City,_North_Dakota",34,45,US_85,1
9074,"Jct_US_85_&_ND_21,_North_Dakota","New_England,_North_Dakota",16,45,ND_21,1
9075,"Jct_US_85_&_ND_5_E,_North_Dakota","Noonan,_North_Dakota",29,45,ND_5,1
9076,"Jct_US_89_&_US_160,_Arizona","Jeddito,_Arizona",103,45,AZ_264,1
9077,"Jct_US_89_&_US_160,_Arizona","Kayenta,_Arizona",90,45,US_160,1
9078,"Jct_US_89_&_UT_12,_Utah","Kingston,_Utah",39,45,US_89,1
9079,"Jct_US_89_&_UT_12,_Utah","Long_Valley_Junction,_Utah",21,45,US_89,1
9080,"Jct_US_89_&_UT_12,_Utah","Torrey,_Utah",121,45,UT_12,1
9081,"Jct_US_89_&_WY_89,_Wyoming","Montpelier,_Idaho",15,45,US_89,1
9082,"Jct_US_95_&_NV_360,_Nevada","Luning,_Nevada",18,45,US_95,1
9083,"Jct_UT_24_&_UT_62,_Utah","Kingston,_Utah",42,45,UT_62,1
9084,"Jct_UT_24_&_UT_62,_Utah","Sigurd,_Utah",24,45,UT_24,1
9085,"Jct_UT_24_&_UT_62,_Utah","Torrey,_Utah",38,45,UT_24,1
9086,"Jct_VT_105_&_VT_114_S,_Vermont","Lyndon,_Vermont",24,45,VT_114,1
9087,"Jct_VT_105_&_VT_114_S,_Vermont","West_Charleston,_Vermont",11,45,VT_105,1
9088,"Jct_VT_5A_&_VT_58,_Vermont","Orleans,_Vermont",8,45,VT_58,1
9089,"Jct_VT_5A_&_VT_58,_Vermont","West_Burke,_Vermont",12,45,VT_5A,1
9090,"Jct_VT_5A_&_VT_58,_Vermont","West_Charleston,_Vermont",8,45,VT_5A,1
9091,"Jct_WA_17_&_WA_174,_Washington","Monse,_Washington",27,45,WA_17,1
9092,"Jct_WA_260_&_WA_261,_Washington","Washtucna,_Washington",6,45,WA_261,1
9093,"Jct_WI_13_&_WI_21,_Wisconsin","Jct_WI_13_&_WI_73_S,_Wisconsin",19,45,WI_13,1
9094,"Jct_WI_13_&_WI_21,_Wisconsin","Jct_WI_13_&_WI_82,_Wisconsin",18,45,WI_13,1
9095,"Jct_WI_13_&_WI_21,_Wisconsin","Necedah,_Wisconsin",15,45,WI_21,1
9096,"Jct_WI_13_&_WI_73_S,_Wisconsin","Nekoosa,_Wisconsin",4,45,WI_73,1
9097,"Jct_WI_13_&_WI_73_S,_Wisconsin","Plainfield,_Wisconsin",17,45,WI_73,1
9098,"Jct_WI_13_&_WI_73_S,_Wisconsin","Wisconsin_Rapids,_Wisconsin",6,45,WI_13,1
9099,"Jct_WI_13_&_WI_82,_Wisconsin","Mauston,_Wisconsin",12,45,WI_82,1
9100,"Jct_WI_13_&_WI_82,_Wisconsin","Packwaukee,_Wisconsin",17,45,WI_82,1
9101,"Jct_WI_13_&_WI_82,_Wisconsin","Wisconsin_Dells,_Wisconsin",11,45,WI_13,1
9102,"Jct_WI_145_&_WI_190,_Wisconsin","Milwaukee,_Wisconsin",4,30,WI_145,1
9103,"Jct_WI_145_&_WI_190,_Wisconsin","Shorewood,_Wisconsin",2,30,WI_190,1
9104,"Jct_WI_164_&_WI_190,_Wisconsin","Menomonee_Falls,_Wisconsin",11,40,WI_74_&_WI_164,1
9105,"Jct_WI_164_&_WI_190,_Wisconsin","Pewaukee,_Wisconsin",3,52,WI_190,1
9106,"Jct_WI_25_&_WI_48,_Wisconsin","Rice_Lake,_Wisconsin",5,45,WI_48,1
9107,"Jct_WI_25_&_WI_64,_Wisconsin","Wheeler,_Wisconsin",6,45,WI_25,1
9108,"Jct_WI_29_&_WI_49,_Wisconsin","Rothschild,_Wisconsin",22,52,WI_29,1
9109,"Jct_WI_29_&_WI_49,_Wisconsin","Wittenberg,_Wisconsin",4,45,WI_29,1
9110,"Jct_WI_29_&_WI_97,_Wisconsin","Marshfield,_Wisconsin",21,45,WI_97,1
9111,"Jct_WI_29_&_WI_97,_Wisconsin","Wausau,_Wisconsin",21,45,WI_29,1
9112,"Jct_WI_32_&_WI_100,_Wisconsin","Milwaukee,_Wisconsin",13,40,I-794_&_WI_32,1
9113,"Jct_WI_32_&_WI_100,_Wisconsin","Oak_Creek,_Wisconsin",5,40,WI_100,1
9114,"Jct_WI_32_&_WI_100,_Wisconsin","Racine,_Wisconsin",11,45,WI_32,1
9115,"Jct_WI_42_&_WI_57,_Wisconsin","Kewaunee,_Wisconsin",25,45,WI_42,1
9116,"Jct_WI_42_&_WI_57,_Wisconsin","Sturgeon_Bay,_Wisconsin",6,52,WI_42,1
9117,"Jct_WI_60_&_WI_80_W,_Wisconsin","Orion,_Wisconsin",2,45,WI_60/80,1
9118,"Jct_WI_60_&_WI_80_W,_Wisconsin","Richland_Center,_Wisconsin",8,45,WI_80,1
9119,"Jct_WY_220_&_WY_487,_Wyoming","Medicine_Bow,_Wyoming",71,45,WY_487,1
9120,"Jct_WY_220_&_WY_487,_Wyoming","Muddy_Gap,_Wyoming",55,45,WY_220,1
10219,"Mendota_exit_[Jct_I-5_&_CA_33],_California","Red_Top,_California",58,45,CA_33_&_152,1
10220,"Mendota_exit_[Jct_I-5_&_CA_33],_California","Santa_Nella,_California",54,65,I-5,1
6,"Jct_WI_29_&_WI_97,_Wisconsin","Abbotsford,_Wisconsin",12,45,WI_29,1
14,"Jct_KS_14_&_KS_96_S,_Kansas","Abbyville,_Kansas",12,45,KS_14,1
20,"Jct_Alt_US_45_&_MS_8,_Mississippi","Aberdeen,_Mississippi",15,45,MS_8,1
38,"Jct_US_101_&_WA_107,_Washington","Aberdeen,_Washington",7,40,US_101,1
47,"Jct_US_283_&_TX_36,_Texas","Abilene,_Texas",27,45,TX_36,1
51,"Jct_I-81_&_I-381,_Virginia","Abingdon,_Virginia",15,65,I-81,1
58,"Jct_I-69_&_I-469_S,_Indiana","Aboite,_Indiana",5,65,I-69,1
63,"Jct_MS_9_&_Natchez_Trace_Pkwy,_Mississippi","Ackerman,_Mississippi",10,45,MS_9,1
77,"Jct_A-20_&_PQ_116_N,_Quebec","Acton-Vale,_Quebec",19,50,PQ_116,1
92,"Jct_I-80/90_&_IN_19,_Indiana","Adamsville,_Michigan",3,45,IN_19/M-205,1
110,"Jct_US_23_&_US_223,_Michigan","Adrian,_Michigan",21,45,US_223,1
122,"Jct_I-20_&_SC_19,_South_Carolina","Aiken,_South_Carolina",7,45,SC_19,1
135,"Jct_I-76_&_I-77,_Ohio","Akron,_Ohio",3,40,I-76/77,1
136,"Jct_I-77_&_I-277,_Ohio","Akron,_Ohio",3,40,I-77,1
147,"Jct_I-75_&_US_31,_Michigan","Alanson,_Michigan",21,45,US_31,1
161,"Jct_I-87_&_I-90,_New_York","Albany,_New_York",6,55,I-90,1
181,"Jct_I-35_&_US_65,_Minnesota","Albert_Lea,_Minnesota",3,40,MN_13,1
182,"Jct_I-90_&_US_69,_Minnesota","Albert_Lea,_Minnesota",4,40,MN_13,1
195,"Jct_I-94_&_M-60,_Michigan","Albion,_Michigan",12,65,I-94,1
196,"Jct_M-50_&_M-99_S,_Michigan","Albion,_Michigan",13,45,M-99,1
199,"Jct_US_281_&_NE_91_S,_Nebraska","Albion,_Nebraska",28,45,NE_91,1
213,"Jct_I-45_&_I-610_N,_Texas","Aldine,_Texas",10,55,I-45,1
214,"Jct_US_59_&_TX_8,_Texas","Aldine,_Texas",7,55,TX_8,1
233,"Jct_I-94_&_MN_114,_Minnesota","Alexandria,_Minnesota",5,65,I-94,1
236,"Jct_US_61_&_Road_B,_Missouri","Alexandria,_Missouri",6,45,US_61,1
237,"Jct_US_61_&_US_136,_Iowa","Alexandria,_Missouri",3,45,US_61/136,1
243,"Jct_M-33_&_M-55,_Michigan","Alger,_Michigan",11,45,M-33,1
248,"Jct_US_169_&_IA_9_W,_Iowa","Algona,_Iowa",21,45,US_169,1
262,"Jct_M-40_&_M-43,_Michigan","Allegan,_Michigan",16,45,M-40,1
269,"Jct_I-94_&_Michigan_Ave/US_12,_Michigan","Allen_Park,_Michigan",5,40,I-94,1
286,"Jct_RI_2_&_RI_4,_Rhode_Island","Allenton,_Rhode_Island",5,52,RI_4,1
294,"Jct_I-195_&_I-295,_New_Jersey","Allentown,_New_Jersey",4,55,I-195,1
302,"Jct_US_385_&_NE_87_E,_Nebraska","Alliance,_Nebraska",17,45,US_385,1
307,"Jct_I-43_&_WI_172,_Wisconsin","Allouez,_Wisconsin",5,55,WI_172,1
309,"Jct_I-40_&_I-540_W,_Arkansas","Alma,_Arkansas",5,65,I-40/540,1
334,"Jct_US_23_&_M-65,_Michigan","Alpena,_Michigan",29,45,US_23,1
339,"Jct_US_180_&_NM_12,_New_Mexico","Alpine,_Arizona",22,45,US_180,1
348,"Jct_US_26/89_&_US_189/191,_Wyoming","Alpine,_Wyoming",23,45,US_26/89,1
352,"Jct_NH_10_&_NH_123A,_New_Hampshire","Alstead,_New_Hampshire",12,45,NH_123A,1
355,"Jct_US_160_&_US_169,_Kansas","Altamont,_Kansas",17,45,US_160,1
358,"Jct_I-29_&_SD_15,_South_Dakota","Altamont,_South_Dakota",26,45,SD_15,1
359,"Jct_US_212_&_SD_15_N,_South_Dakota","Altamont,_South_Dakota",5,45,US_212,1
366,"Jct_I-96_&_M-66,_Michigan","Alto,_Michigan",15,65,I-96,1
415,"Jct_US_281_&_KS_2/14,_Kansas","Alva,_Oklahoma",20,45,US_281,1
416,"Jct_US_281_&_US_412,_Oklahoma","Alva,_Oklahoma",38,45,US_281,1
417,"Jct_US_64_&_OK_34,_Oklahoma","Alva,_Oklahoma",37,45,US_64,1
423,"Jct_I-45_&_I-610_S,_Texas","Alvin,_Texas",20,40,TX_35,1
444,"Jct_I-84_&_I-86,_Idaho","American_Falls,_Idaho",36,65,I-86,1
448,"Jct_I-35_&_I-80_E,_Iowa","Ames,_Iowa",25,65,I-35,1
455,"Jct_NS_104_&_NS_142,_Nova_Scotia","Amherst,_Nova_Scotia",24,62,NS_104,1
486,"Jct_MT_43_&_MT_48,_Montana","Anaconda,_Montana",24,45,MT_48,1
494,"Jct_I-44_&_US_62/281_N,_Oklahoma","Anadarko,_Oklahoma",32,45,US_62/281,1
527,"Jct_US_20_&_IN_15,_Indiana","Angola,_Indiana",42,45,US_20,1
530,"Jct_US_45_&_WI_47,_Wisconsin","Aniwa,_Wisconsin",4,45,US_45,1
536,"Jct_I-94_&_M-14,_Michigan","Ann_Arbor,_Michigan",3,30,Business_I-94,1
537,"Jct_M-14_&_Business_US_23,_Michigan","Ann_Arbor,_Michigan",1,30,Business_US_23,1
538,"Jct_US_23_&_M-17,_Michigan","Ann_Arbor,_Michigan",5,30,Business_US_23,1
540,"Jct_I-57_&_IL_146,_Illinois","Anna,_Illinois",5,45,IL_146,1
543,"Jct_I-97_&_US_50,_Maryland","Annapolis,_Maryland",2,55,US_50/301,1
549,"Jct_NS_101_&_NS_8,_Nova_Scotia","Annapolis_Royal,_Nova_Scotia",5,50,NS_8,1
551,"Jct_US_10_&_MN_610,_Minnesota","Anoka,_Minnesota",9,55,US_10,1
564,"Jct_US_45_&_WI_47,_Wisconsin","Antigo,_Wisconsin",6,45,US_45,1
579,"Jct_US_10,_US_41_&_US_45","Appleton,_Wisconsin",3,30,US_10,1
580,"Jct_US_10_&_WI_150,_Wisconsin","Appleton,_Wisconsin",3,30,US_10,1
583,"Jct_I-20_&_I-520,_Georgia","Appling,_Georgia",14,65,I-20,1
612,"Jct_ID_22_&_ID_33,_Idaho","Arco,_Idaho",32,45,ID_22/33,1
623,"Jct_US_54/400_&_KS_14_W,_Kansas","Arlington,_Kansas",18,45,KS_14,1
627,"Jct_US_14_&_US_81_S,_South_Dakota","Arlington,_South_Dakota",2,52,US_14/81,1
635,"Jct_I-30_&_I-820,_Texas","Arlington,_Texas",9,55,I-30,1
638,"Jct_I-90/94_&_US_51,_Wisconsin","Arlington,_Wisconsin",13,45,US_51,1
639,"Jct_I-90/94_&_WI_60,_Wisconsin","Arlington,_Wisconsin",4,45,WI_60,1
640,"Jct_US_51_&_WI_16,_Wisconsin","Arlington,_Wisconsin",11,45,US_51,1
650,"Jct_US_169_&_IA_9_W,_Iowa","Armstrong,_Iowa",14,45,IA_9,1
657,"Jct_US_60_&_US_283_W,_Oklahoma","Arnett,_Oklahoma",7,45,US_60/283,1
681,"Jct_NE_61_&_NE_92_S,_Nebraska","Arthur,_Nebraska",25,45,NE_61/92,1
684,"Jct_I-91_&_VT_11,_Vermont","Ascutney,_Vermont",10,65,I-91,1
695,"Jct_I-85_&_US_64,_North_Carolina","Asheboro,_North_Carolina",22,45,US_64,1
721,"Jct_US_224_&_US_250,_Ohio","Ashland,_Ohio",15,45,US_250,1
731,"Jct_US_41_&_WI_29,_Wisconsin","Ashwaubenon,_Wisconsin",4,55,US_41,1
751,"Jct_I-85_&_GA_316,_Georgia","Athens,_Georgia",42,52,US_29_&_GA_316,1
755,"Jct_I-94_&_I-194,_Michigan","Athens,_Michigan",15,45,M-66,1
772,"Jct_I-20_&_I-285_E,_Georgia","Atlanta,_Georgia",10,40,I-20,1
773,"Jct_I-20_&_I-285_W,_Georgia","Atlanta,_Georgia",7,40,I-20,1
774,"Jct_I-75_&_I-285_N,_Georgia","Atlanta,_Georgia",12,40,I-75,1
775,"Jct_I-75_&_I-285_S,_Georgia","Atlanta,_Georgia",8,40,I-75,1
776,"Jct_I-85_&_I-285_E,_Georgia","Atlanta,_Georgia",14,40,I-85,1
777,"Jct_I-85_&_I-285_W,_Georgia","Atlanta,_Georgia",12,40,I-85,1
783,"Jct_I-220_&_US_71,_Louisiana","Atlanta,_Texas",55,45,LA_1/TX_77,1
786,"Jct_I-80_&_US_6/71,_Iowa","Atlantic,_Iowa",8,45,US_6/71,1
810,"Jct_US_224_&_US_250,_Ohio","Attica,_Ohio",26,45,US_224,1
812,"Jct_I-95_&_I-495_S,_Massachusetts","Attleboro_Falls,_Massachusetts",6,65,I-95,1
828,"Jct_I-90,_I-290_&_I-395","Auburn,_Massachusetts",1,55,I-395,1
845,"Jct_I-75_&_M-59,_Michigan","Auburn_Hills,_Michigan",4,55,I-75,1
853,"Jct_I-520_&_US_1,_Georgia","Augusta,_Georgia",5,40,US_1,1
856,"Jct_I-35;_US_54/400_&_KS_96,_Kansas","Augusta,_Kansas",15,52,US_54/400,1
859,"Jct_I-95_&_I-495_N,_Maine","Augusta,_Maine",10,65,Maine_Tpk_[I-95],1
868,"Jct_NB_2_&_NB_11/15,_New_Brunswick","Aulac,_New_Brunswick",46,62,NB_2,1
872,"Jct_I-25_&_CO_14,_Colorado","Ault,_Colorado",14,45,CO_14,1
886,"Jct_US_10_&_WI_49,_Wisconsin","Auroraville,_Wisconsin",18,45,WI_49,1
889,"Jct_I-35_&_I-90,_Minnesota","Austin,_Minnesota",18,65,I-90,1
890,"Jct_I-90_&_US_218_E,_Minnesota","Austin,_Minnesota",3,65,I-90,1
894,"Jct_US_50_&_NV_361,_Nevada","Austin,_Nevada",62,45,US_50,1
896,"Jct_US_183_&_TX_21,_Texas","Austin,_Texas",20,45,US_183,1
913,"Jct_I-80_&_I-680,_Iowa","Avoca,_Iowa",13,65,I-80,1
914,"Jct_I-80_&_US_6/71,_Iowa","Avoca,_Iowa",21,65,I-80,1
928,"Jct_MT_141_&_MT_200,_Montana","Avon,_Montana",35,45,MT_141,1
937,"Jct_A-55_&_PQ_141,_Quebec","Ayer's_Cliff,_Quebec",6,55,PQ_141,1
940,"Jct_FL_417_&_E-W_Expwy,_Florida","Azalea_Park,_Florida",4,55,East-West_Expressway_[FL_408],1
954,"Jct_M-46_&_M-53,_Michigan","Bad_Axe,_Michigan",30,45,M-53,1
957,"Jct_I-26_&_I-95,_South_Carolina","Badham,_South_Carolina",9,65,I-95,1
970,"Jct_US_283_&_TX_36,_Texas","Baird,_Texas",12,45,US_283,1
977,"Jct_I-5_&_CA_119,_California","Bakersfield,_California",18,45,CA_119,1
983,"Jct_US_24_&_KS_82,_Kansas","Bala,_Kansas",4,45,KS_82,1
984,"Jct_US_77_&_KS_18,_Kansas","Bala,_Kansas",21,45,US_77,1
988,"Jct_I-76_&_I-676,_Pennsylvania","Bala-Cynwyd,_Pennsylvania",4,40,I-76,1
997,"Jct_I-410_&_US_281,_Texas","Balcones_Heights,_Texas",5,55,I-410,1
1009,"Jct_I-10_&_I-295,_Florida","Baldwin,_Florida",13,65,I-10,1
1012,"Jct_M-37_&_M-55,_Michigan","Baldwin,_Michigan",23,45,M-37,1
1017,"Jct_I-605_&_CA_60,_California","Baldwin_Park,_California",3,55,I-605,1
1027,"Jct_US_8_&_WI_46_E,_Wisconsin","Balsam_Lake,_Wisconsin",4,45,US_8,1
1028,"Jct_US_8_&_WI_65,_Wisconsin","Balsam_Lake,_Wisconsin",2,45,US_8,1
1032,"Jct_I-895_&_MD_295,_Maryland","Baltimore,_Maryland",3,40,Baltimore-Washington_Pkwy,1
1045,"Jct_I-395_&_US_1A_W,_Maine","Bangor,_Maine",2,30,US_1A,1
1046,"Jct_I-95_&_I-395,_Maine","Bangor,_Maine",3,55,I-95,1
